Root,Type,Type 2,E,A,D,G,B,E-2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
A,maj,,x,0,1,1,1,x,1;3;5,A,E,A,C#,,
A,maj,,x,x,x,2,1,0,1;3;5,C#,E,E,,,
A,maj,,x,0,3,2,1,1,1;3;5,A,A,C#,E,A,
A,maj,,x,0,1,3,4,2,1;3;5,A,A,E,A,C#,
A,maj,,x,3,1,1,1,x,1;3;5,C#,E,A,C#,,
A,maj,,2,1,x,x,x,x,1;3;5,A,C#,,,,
A,maj,,x,1,3,3,3,1,1;3;5,A,E,A,C#,E,
A,maj,,x,x,3,1,2,x,1;3;5,C#,E,A,,,
A,maj,,x,3,4,2,1,1,1;3;5,E,A,C#,E,A,
A,maj,,x,x,3,2,1,x,1;3;5,A,C#,E,,,
A,13(#11),,x,1,2,2,4,3,1;3;5;b7;9;#11;13,G,C#,F#,B,D#,
A,11,,x,0,0,0,0,0,1;3;5;b7;9;11,A,D,G,B,E,
A,11,,x,0,3,2,1,1,1;3;5;b7;9;11,A,G,B,D,G,
A,11,,x,0,1,1,2,1,1;3;5;b7;9;11,A,A,D,G,B,
A,maj9,,x,0,2,1,0,0,1;3;5;7;9,A,E,G#,B,E,
A,maj9,,2,1,4,1,3,x,1;3;5;7;9,A,C#,G#,B,E,
A,maj9,,x,2,1,4,3,0,1;3;5;7;9,A,C#,G#,B,E,
A,maj9,,x,0,1,3,1,4,1;3;5;7;9,A,E,B,C#,G#,
A,sus2,,x,0,2,3,0,0,1;2;5,A,E,A,B,E,
A,sus2,,0,0,1,4,0,0,1;2;5,E,A,E,B,B,E
A,sus2,,x,0,1,3,4,1,1;2;5,A,A,E,A,B,
A,sus2,,x,0,2,3,0,x,1;2;5,A,E,A,B,,
A,7(b13),,x,0,2,0,3,1,1;3;5;b7;b13,A,E,G,C#,F,
A,m11,,2,x,3,4,1,x,1;b3;5;b7;9;11,A,G,C,D,,
A,m11,,x,0,0,3,0,1,1;b3;5;b7;9;11,A,D,C,B,G,
A,m11,,1,3,0,0,0,0,1;b3;5;b7;9;11,A,E,D,G,B,E
A,m11,,x,0,2,3,1,x,1;b3;5;b7;9;11,A,G,C,D,,
A,m11,,x,0,3,2,1,4,1;b3;5;b7;9;11,A,G,B,D,A,
A,m11,,2,x,3,4,1,0,1;b3;5;b7;9;11,A,G,C,D,E,
A,m11,,x,0,4,2,1,1,1;b3;5;b7;9;11,A,A,C,D,G,
A,m11,,x,0,3,4,0,1,1;b3;5;b7;9;11,A,G,C,B,G,
A,m11,,x,0,4,2,1,0,1;b3;5;b7;9;11,A,A,C,D,E,
A,add9,,x,0,2,1,0,0,1;3;5;9,A,A,C#,B,E,
A,add9,,x,0,1,4,2,0,1;3;5;9,A,E,B,C#,E,
A,add9,,1,3,4,2,0,0,1;3;5;9,A,E,A,C#,B,E
A,add9,,x,x,3,2,1,4,1;3;5;9,A,C#,E,B,,
A,add9,,0,3,4,2,0,0,1;3;5;9,E,E,A,C#,B,E
A,add9,,x,2,3,1,0,0,1;3;5;9,E,A,C#,B,E,
A,m7b5,,2,x,3,4,1,x,1;b3;b5;b7,A,G,C,Eb,,
A,m,,x,0,2,3,1,0,1;b3;5,A,E,A,C,E,
A,m,,1,3,4,1,1,1,1;b3;5,A,E,A,C,E,A
A,m,,x,0,1,3,4,2,1;b3;5,A,A,E,A,C,
A,m,,x,0,3,1,1,1,1;b3;5,A,A,C,E,A,
A,m,,x,4,2,3,1,0,1;b3;5,C,E,A,C,E,
A,m,,x,x,3,1,1,1,1;b3;5,A,C,E,A,,
A,m,,x,x,x,2,1,0,1;b3;5,C,E,E,,,
A,m,,x,3,4,1,1,1,1;b3;5,E,A,C,E,A,
A,m,,x,x,3,1,x,x,1;b3;5,A,C,,,,
A,m,,x,x,x,1,1,1,1;b3;5,C,E,A,,,
A,m,,x,0,x,2,1,0,1;b3;5,A,A,C,E,,
A,m,,x,0,x,1,1,1,1;b3;5,A,C,E,A,,
A,m,,x,0,1,3,x,2,1;b3;5,A,A,E,C,,
A,m,,2,x,1,4,x,3,1;b3;5,C,A,E,C,,
A,m,,x,0,3,2,4,x,1;b3;5,A,C,E,A,,
A,m,,0,x,x,2,3,1,1;b3;5,E,E,A,C,,
A,m,,1,x,3,1,1,x,1;b3;5,A,A,C,E,,
A,m,,x,0,1,4,4,x,1;b3;5,A,E,C,E,,
A,m,,x,x,x,2,1,0,1;b3;5,A,C,E,,,
A,m,,x,4,2,1,x,x,1;b3;5,A,C,E,,,
A,7b5,,x,0,1,0,2,x,1;3;b5;b7,A,Eb,G,C#,,
A,7b5,,x,0,2,4,1,3,1;3;b5;b7,A,G,C#,Eb,A,
A,7b5,,x,0,1,2,3,4,1;3;b5;b7,A,A,Eb,G,C#,
A,9(#11),,2,x,3,1,1,x,1;3;5;b7;9;#11,A,G,B,D#,,
A,m7,,x,0,2,0,1,0,1;b3;5;b7,A,E,G,C,E,
A,m7,,1,3,1,1,4,1,1;b3;5;b7,A,E,G,C,G,A
A,m7,,x,0,1,4,2,3,1;b3;5;b7,A,A,E,G,C,
A,m7,,1,3,1,1,1,1,1;b3;5;b7,A,E,G,C,E,A
A,m7,,x,0,2,3,1,4,1;b3;5;b7,A,E,A,C,G,
A,m7,,2,x,3,3,x,x,1;b3;5;b7,A,G,C,,,
A,m7,,2,x,3,3,3,x,1;b3;5;b7,A,G,C,E,,
A,m7,,x,0,2,0,1,4,1;b3;5;b7,A,E,G,C,G,
A,m7,,x,2,1,3,4,x,1;b3;5;b7,A,C,G,C,,
A,m7,,x,2,1,3,x,x,1;b3;5;b7,A,C,G,,,
A,m7,,x,0,x,0,1,x,1;b3;5;b7,A,G,C,,,
A,m7,,x,0,2,0,1,x,1;b3;5;b7,A,E,G,C,,
A,m7,,x,0,1,1,1,1,1;b3;5;b7,A,G,C,E,A,
A,m7,,x,1,x,x,2,4,1;b3;5;b7,A,C,G,,,
A,m7,,3,x,2,0,1,0,1;b3;5;b7,G,E,G,C,E,
A,m7,,x,0,3,3,x,x,1;b3;5;b7,A,G,C,,,
A,m7,,2,x,1,3,2,x,1;b3;5;b7,C,A,E,G,,
A,m7,,x,1,3,3,3,3,1;b3;5;b7,C,G,C,E,A,
A,m7,,x,x,2,3,1,4,1;b3;5;b7,E,A,C,G,,
A,m7,,4,x,2,3,1,0,1;b3;5;b7,G,E,A,C,E,
A,dim,,x,0,1,2,3,x,1;b3;b5,A,Eb,A,C,,
A,dim,,x,0,4,3,1,2,1;b3;b5,A,A,C,Eb,A,
A,dim,,x,0,1,2,4,3,1;b3;b5,A,A,Eb,A,C,
A,dim,,x,0,1,3,x,x,1;b3;b5,A,Eb,A,,,
A,6,,x,0,1,1,1,1,1;3;5;6,A,E,A,C#,F#,
A,6,,1,x,3,2,4,1,1;3;5;6,A,A,C#,F#,A,
A,6,,x,0,2,3,1,0,1;3;5;6,A,C#,F#,A,E,
A,6,,x,0,4,1,2,0,1;3;5;6,A,F#,A,C#,E,
A,6,,x,x,1,1,1,1,1;3;5;6,E,A,C#,F#,,
A,6,,x,1,x,2,3,0,1;3;5;6,F#,E,A,E,,
A,6,,2,x,1,4,3,x,1;3;5;6,A,F#,C#,E,,
A,6,,x,0,3,x,x,x,1;3;5;6,A,F#,,,,
A,6,,x,x,3,2,4,0,1;3;5;6,A,C#,F#,E,,
A,6,,x,x,x,1,1,1,1;3;5;6,A,C#,F#,,,
A,6,,x,x,3,2,4,1,1;3;5;6,A,C#,F#,A,,
A,6,,x,0,x,2,4,1,1;3;5;6,A,C#,F#,A,,
A,6,,1,4,x,x,x,x,1;3;5;6,A,F#,,,,
A,6,,0,0,1,1,1,1,1;3;5;6,E,A,E,A,C#,F#
A,6,,x,x,x,2,4,1,1;3;5;6,C#,F#,A,,,
A,7(#5),,x,0,3,0,2,1,1;3;#5;b7,A,E#,G,C#,E#,
A,7(#5),,1,x,1,2,3,1,1;3;#5;b7,A,G,C#,E#,A,
A,7(#5),,x,1,2,1,1,x,1;3;#5;b7,G,C#,E#,A,,
A,7(#5),,1,x,2,3,4,x,1;3;#5;b7,A,G,C#,E#,,
A,7sus4,,x,0,1,0,3,0,1;4;5;b7,A,E,G,D,E,
A,7sus4,,1,3,1,4,1,1,1;4;5;b7,A,E,G,D,E,A
A,7sus4,,x,0,1,1,2,4,1;4;5;b7,A,A,D,G,D,
A,maj7,,x,0,2,1,3,0,1;3;5;7,A,E,G#,C#,E,
A,maj7,,x,0,4,3,2,1,1;3;5;7,A,A,C#,E,G#,
A,maj7,,x,4,3,1,1,1,1;3;5;7,A,C#,E,G#,C#,
A,maj7,,1,x,3,4,2,x,1;3;5;7,A,G#,C#,E,,
A,maj7,,x,3,4,1,2,0,1;3;5;7,G#,C#,E,A,E,
A,maj7,,x,x,x,1,1,3,1;3;5;7,A,C#,G#,,,
A,5,,1,3,x,x,x,x,1;5,A,E,,,,
A,5,,x,1,1,x,x,x,1;5,E,A,,,,
A,5,,x,0,1,1,x,x,1;5,A,E,A,,,
A,5,,x,0,1,x,x,x,1;5,A,E,,,,
A,5,,x,0,1,1,4,x,1;5,A,E,A,E,,
A,5,,4,x,1,1,x,x,1;5,A,E,A,,,
A,5,,x,1,3,x,x,x,1;5,A,E,,,,
A,5,,1,3,4,x,x,x,1;5,A,E,A,,,
A,5,,x,0,1,3,4,x,1;5,A,A,E,A,,
A,5,,x,x,1,3,x,x,1;5,A,E,,,,
A,5,,x,1,3,4,x,x,1;5,A,E,A,,,
A,5,,x,x,1,3,4,x,1;5,A,E,A,,,
A,5,,x,0,1,1,4,4,1;5,A,E,A,E,A,
A,5,,x,x,x,1,4,x,1;5,A,E,,,,
A,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,A,G,C#,D#,,
A,13(#9),,x,x,1,2,3,4,1;3;5;b7;#9;11;13,G,C#,F#,B#,,
A,m6,,x,0,2,3,1,4,1;b3;5;6,A,E,A,C,F#,
A,m6,,1,x,3,1,4,1,1;b3;5;6,A,A,C,F#,A,
A,m6,,x,0,1,3,2,0,1;b3;5;6,A,C,F#,A,E,
A,m6,,2,x,1,3,3,3,1;b3;5;6,A,F#,C,E,A,
A,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,A,C#,G,Bb,,
A,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,A,G,C#,E,Bb,
A,7(b9),,x,0,1,3,2,x,1;3;5;b7;b9,A,C#,G,Bb,,
A,m9,,x,0,2,4,1,3,1;b3;5;b7;9,A,E,B,C,G,
A,m9,,x,0,1,1,1,3,1;b3;5;b7;9,A,G,C,E,B,
A,m9,,x,2,1,3,4,0,1;b3;5;b7;9,A,C,G,B,E,
A,m9,,x,x,2,1,4,3,1;b3;5;b7;9,A,C,G,B,,
A,m9,,x,2,1,3,4,x,1;b3;5;b7;9,A,C,G,B,,
A,m9,,x,0,3,4,0,0,1;b3;5;b7;9,A,G,C,B,E,
A,m9,,x,0,2,0,0,0,1;b3;5;b7;9,A,E,G,B,E,
A,m9,,4,2,1,0,0,x,1;b3;5;b7;9,A,C,E,G,B,
A,m9,,x,0,1,1,4,3,1;b3;5;b7;9,A,G,C,G,B,
A,m9,,1,3,1,1,1,4,1;b3;5;b7;9,A,E,G,C,E,B
A,13(b9),,x,x,1,2,4,3,1;3;5;b7;b9;11;13,G,C#,F#,Bb,,
A,sus4,,x,0,1,1,2,0,1;4;5,A,E,A,D,E,
A,sus4,,x,0,3,4,1,1,1;4;5,A,A,D,E,A,
A,sus4,,x,0,1,2,3,4,1;4;5,A,A,E,A,D,
A,sus4,,x,0,1,1,2,x,1;4;5,A,E,A,D,,
A,9-Jun,,x,0,3,1,0,0,1;3;5;6;9,A,F#,A,B,E,
A,9-Jun,,x,0,1,1,3,4,1;3;5;6;9,A,F#,B,E,A,
A,9-Jun,,x,0,2,1,3,4,1;3;5;6;9,A,A,C#,F#,B,
B,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,B,D#,A,C#,G#,
B,13,,4,x,3,2,1,1,1;3;5;b7;9;11;13,B,A,C#,D#,G#,
B,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,B,A,D#,G#,C#,
B,13,,1,3,1,2,4,1,1;3;5;b7;9;11;13,B,F#,A,D#,G#,B
B,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,B,A,D#,G#,,
B,13,,x,1,3,2,4,x,1;3;5;b7;9;11;13,D#,A,C#,F#,,
B,13,,x,x,1,2,3,1,1;3;5;b7;9;11;13,A,D#,G#,B,,
B,13,,1,4,1,2,1,1,1;3;5;b7;9;11;13,B,G#,A,D#,F#,B
B,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,B,D#,A,C##,,
B,7(#9),,2,1,3,3,3,x,1;3;5;b7;#9,B,D#,A,C##,F#,
B,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,B,F#,A,D#,F#,C##
B,7(#9),,x,1,x,2,3,x,1;3;5;b7;#9,B,A,C##,,,
B,9,,x,2,1,3,4,x,1;3;5;b7;9,B,D#,A,C#,,
B,9,,x,1,3,2,4,x,1;3;5;b7;9,D#,A,C#,F#,,
B,9,,x,x,2,1,3,4,1;3;5;b7;9,A,C#,F#,B,,
B,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,F,B,D#,A,C#,F
B,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,B,D#,A,C#,F,B
B,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,B,F,A,C#,,
B,maj13,,x,1,1,1,2,1,1;3;5;7;9;11;13,D#,G#,C#,F#,A#,
B,maj13,,1,1,3,2,1,4,1;3;5;7;9;11;13,F#,B,F#,A#,C#,G#
B,7,,x,2,1,3,0,4,1;3;5;b7,B,D#,A,B,F#,
B,7,,x,1,3,1,4,1,1;3;5;b7,B,F#,A,D#,F#,
B,7,,1,3,1,2,4,1,1;3;5;b7,B,F#,A,D#,A,B
B,7,,x,1,3,3,3,4,1;3;5;b7,B,F#,B,D#,A,
B,7,,1,3,1,2,1,1,1;3;5;b7,B,F#,A,D#,F#,B
B,7,,x,2,1,2,x,x,1;3;5;b7,B,D#,A,,,
B,7,,x,2,1,3,0,4,1;3;5;b7,B,D#,A,B,F#,
B,7,,x,3,2,4,1,x,1;3;5;b7,B,D#,A,B,,
B,7,,x,x,1,1,1,3,1;3;5;b7,F#,B,D#,A,,
B,7,,1,x,2,4,3,x,1;3;5;b7,B,A,D#,F#,,
B,7,,x,0,1,2,1,1,1;3;5;b7,A,A,D#,F#,B,
B,7,,x,2,1,3,0,x,1;3;5;b7,B,D#,A,B,,
B,7,,2,0,1,3,0,4,1;3;5;b7,F#,A,D#,A,B,F#
B,7,,2,x,1,3,x,x,1;3;5;b7,F#,D#,A,,,
B,7,,x,2,1,3,x,4,1;3;5;b7,B,D#,A,F#,,
B,7,,2,x,1,3,0,4,1;3;5;b7,F#,D#,A,B,F#,
B,7,,x,0,1,1,1,3,1;3;5;b7,A,F#,B,D#,A,
B,7,,1,x,2,3,x,x,1;3;5;b7,B,A,D#,,,
B,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Ab,D,F,B,,
B,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,D,Ab,B,F,,
B,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,B,F,Ab,D,,
B,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,B,F,Ab,D,,
B,dim7,,x,x,1,2,1,3,1;b3;b5;bb7,Ab,D,F,B,,
B,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,B,Ab,D,F,,
B,dim7,,x,x,0,3,0,4,1;b3;b5;bb7,D,Ab,B,F,,
B,aug,,x,3,2,0,0,x,1;3;#5,B,D#,F##,B,,
B,aug,,4,3,2,0,x,x,1;3;#5,F##,B,D#,F##,,
B,aug,,x,x,4,2,3,1,1;3;#5,D#,F##,B,D#,,
B,maj,M,x,1,2,3,4,1,1;3;5,B,F#,B,D#,E#,
B,maj,,1,3,4,2,1,1,1;3;5,B,F#,B,D#,F#,B
B,maj,,x,x,1,2,4,3,1;3;5,B,F#,B,D#,,
B,13(#11),,3,x,4,2,1,1,1;3;5;b7;9;#11;13,B,A,C#,D#,G#,
B,11,,x,1,1,1,1,1,1;3;5;b7;9;11,B,E,A,C#,F#,
B,11,,3,x,4,2,1,1,1;3;5;b7;9;11,B,A,C#,E,A,
B,11,,x,x,1,1,2,1,1;3;5;b7;9;11,B,E,A,C#,,
B,maj9,,x,2,1,4,3,x,1;3;5;7;9,B,D#,A#,C#,,
B,maj9,,2,1,4,1,x,x,1;3;5;7;9,B,D#,A#,C#,,
B,maj9,,x,x,4,1,2,1,1;3;5;7;9,B,C#,F#,A#,,
B,m11,,2,x,3,4,1,x,1;b3;5;b7;9;11,B,A,D,E,,
B,m11,,x,2,0,3,4,0,1;b3;5;b7;9;11,B,D,A,C#,E,
B,m11,,x,x,4,3,1,x,1;b3;5;b7;9;11,A,C#,D,,,
B,m11,,x,0,3,4,2,0,1;b3;5;b7;9;11,A,F#,B,D,E,
B,m11,,x,1,x,3,4,0,1;b3;5;b7;9;11,B,A,C#,E,,
B,m11,,1,x,0,3,4,0,1;b3;5;b7;9;11,B,D,E,A,E,
B,m11,,2,x,3,4,0,0,1;b3;5;b7;9;11,B,A,D,B,E,
B,m7b5,,x,2,0,3,4,1,1;b3;b5;b7,B,D,A,D,F,
B,m7b5,,x,1,2,1,3,x,1;b3;b5;b7,B,F,A,D,,
B,m7b5,,2,x,3,4,1,x,1;b3;b5;b7,B,A,D,F,,
B,m7b5,,x,1,3,2,4,x,1;b3;b5;b7,B,F,A,D,,
B,m,,x,1,3,4,2,1,1;b3;5,B,F#,B,D,F#,
B,m,,1,3,4,1,1,1,1;b3;5,B,F#,B,D,F#,B
B,m,,x,x,1,3,4,2,1;b3;5,B,F#,B,D,,
B,m,,x,x,3,4,2,1,1;b3;5,F#,B,D,F#,,
B,m,,x,1,3,4,2,x,1;b3;5,B,F#,B,D,,
B,m,,x,x,3,2,4,1,1;b3;5,D,F#,B,D,,
B,m,,x,1,3,4,2,1,1;b3;5,B,F#,B,D,F#,
B,m,,x,3,4,1,1,1,1;b3;5,F#,B,D,F#,B,
B,m,,x,x,3,1,1,1,1;b3;5,B,D,F#,B,,
B,m,,x,x,x,3,2,1,1;b3;5,B,D,F#,,,
B,m,,2,x,0,3,x,x,1;b3;5,B,D,D,,,
B,m,,x,1,0,x,x,x,1;b3;5,B,D,,,,
B,m,,1,x,3,1,1,x,1;b3;5,B,B,D,F#,,
B,7b5,,x,1,2,1,3,x,1;3;b5;b7,B,F,A,D#,,
B,7b5,,x,x,2,4,1,3,1;3;b5;b7,A,D#,F,B,,
B,7b5,,x,x,1,2,3,4,1;3;b5;b7,B,F,A,D#,,
B,m7,,x,2,0,3,0,4,1;b3;5;b7,B,D,A,B,F#,
B,m7,,x,1,3,1,2,1,1;b3;5;b7,B,F#,A,D,F#,
B,m7,,1,3,1,1,4,1,1;b3;5;b7,B,F#,A,D,A,B
B,m7,,2,x,3,3,x,x,1;b3;5;b7,B,A,D,,,
B,m7,,1,3,1,1,1,1,1;b3;5;b7,B,F#,A,D,F#,B
B,m7,,2,x,3,3,3,x,1;b3;5;b7,B,A,D,F#,,
B,m7,,x,2,0,3,4,x,1;b3;5;b7,B,D,A,D,,
B,m7,,x,2,x,3,4,x,1;b3;5;b7,B,A,D,,,
B,m7,,x,x,1,3,2,2,1;b3;5;b7,B,F#,A,D,,
B,m7,,x,x,1,1,1,1,1;b3;5;b7,A,D,F#,B,,
B,m7,,2,x,1,4,3,x,1;b3;5;b7,D,B,F#,A,,
B,m7,,x,x,0,1,0,2,1;b3;5;b7,D,A,B,F#,,
B,m7,,x,x,2,3,1,4,1;b3;5;b7,F#,B,D,A,,
B,m7,,x,2,1,1,x,3,1;b3;5;b7,D,F#,B,A,,
B,m7,,x,4,1,2,0,x,1;b3;5;b7,F#,A,D,B,,
B,m7,,x,0,2,3,1,x,1;b3;5;b7,A,F#,B,D,,
B,m(maj7),,x,1,3,4,2,x,1;b3;5;7,A#,F#,B,D,,
B,dim,,x,1,2,4,3,x,1;b3;b5,B,F,B,D,,
B,dim,,x,x,4,3,1,2,1;b3;b5,B,D,F,B,,
B,dim,,x,x,1,2,4,3,1;b3;b5,B,F,B,D,,
B,dim,,x,x,x,3,2,1,1;b3;b5,B,D,F,,,
B,dim,,x,4,2,1,x,x,1;b3;b5,B,D,F,,,
B,6,,x,3,1,2,0,x,1;3;5;6,B,D#,G#,B,,
B,6,,x,1,3,3,3,3,1;3;5;6,B,F#,B,D#,G#,
B,6,,1,x,3,2,4,1,1;3;5;6,B,B,D#,G#,B,
B,6,,x,1,4,x,x,x,1;3;5;6,B,G#,,,,
B,6,,x,x,1,1,1,1,1;3;5;6,F#,B,D#,G#,,
B,7(#5),,x,0,1,0,0,4,1;3;#5;b7,A,D#,F##,B,F##,
B,7(#5),,x,1,4,1,3,2,1;3;#5;b7,B,F##,A,D#,F##,
B,7(#5),,1,x,1,2,3,1,1;3;#5;b7,B,A,D#,F##,B,
B,7sus4,,x,1,2,3,0,0,1;4;5;b7,B,E,A,B,E,
B,7sus4,,x,1,3,1,4,1,1;4;5;b7,B,F#,A,E,F#,
B,7sus4,,1,3,1,4,1,1,1;4;5;b7,B,F#,A,E,F#,B
B,maj7,,x,1,3,2,4,1,1;3;5;7,B,F#,A#,D#,F#,
B,maj7,,1,4,2,3,1,x,1;3;5;7,B,F#,A#,D#,F#,
B,maj7,,x,x,4,3,2,1,1;3;5;7,B,D#,F#,A#,,
B,maj7,,x,1,3,2,4,x,1;3;5;7,B,F#,A#,D#,,
B,maj7,,1,x,3,4,2,x,1;3;5;7,B,A#,D#,F#,,
B,5,,1,3,x,x,x,x,1;5,B,F#,,,,
B,5,,x,1,3,4,x,x,1;5,B,F#,B,,,
B,5,,x,1,3,x,x,x,1;5,B,F#,,,,
B,5,,x,1,3,4,0,x,1;5,B,F#,B,B,,
B,5,,1,3,4,x,x,x,1;5,B,F#,B,,,
B,5,,1,1,3,x,x,x,1;5,F#,B,F#,,,
B,5,,x,x,1,3,4,x,1;5,B,F#,B,,,
B,5,,x,x,x,1,4,x,1;5,B,F#,,,,
B,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,B,A,D#,E#,,
B,m6,,x,2,0,1,0,3,1;b3;5;6,B,D,G#,B,F#,
B,m6,,x,1,x,3,2,4,1;b3;5;6,B,B,D,G#,,
B,m6,,1,x,3,1,4,1,1;b3;5;6,B,B,D,G#,B,
B,m6,,x,1,2,1,3,x,1;b3;5;6,G#,D,F#,B,,
B,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,B,D#,A,C,,
B,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,B,D#,A,C,,
B,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,B,A,D#,F#,B,
B,7(b9),,x,2,1,3,1,4,1;3;5;b7;b9,B,D#,A,C,F#,
B,7(b9),,1,x,2,3,x,4,1;3;5;b7;b9,B,A,D#,C,,
B,7(b9),,x,2,3,1,4,x,1;3;5;b7;b9,D#,A,C,F#,,
B,m9,,x,1,0,2,3,x,1;b3;5;b7;9,B,D,A,C#,,
B,m9,,3,1,4,2,x,x,1;b3;5;b7;9,B,D,A,C#,,
B,m9,,1,3,1,1,1,4,1;b3;5;b7;9,B,F#,A,D,F#,C#
B,sus4,,x,1,2,3,4,1,1;4;5,B,F#,B,E,F#,
B,sus4,,x,x,1,1,2,4,1;4;5,F#,B,E,B,,
B,sus4,,1,1,3,4,1,1,1;4;5,B,E,B,E,F#,B
B,sus4,,x,1,3,3,4,x,1;4;5,B,F#,B,E,,
B,sus4,,x,1,3,4,0,0,1;4;5,B,F#,B,B,E,
B,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,B,D#,G#,C#,F#,
B,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,B,D#,G#,C#,F#,B
B,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,B,D#,G#,C#,,
C,9(#5),,x,x,1,2,3,4,1;3;#5;b7;9,Bb,E,G#,D,,
C,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,C,E,Bb,D,A,
C,13,,3,x,4,2,1,1,1;3;5;b7;9;11;13,C,Bb,D,E,A,
C,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,C,Bb,E,A,D,
C,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,C,Bb,E,A,,
C,13,,1,3,1,2,4,1,1;3;5;b7;9;11;13,C,G,Bb,E,A,C
C,13,,x,x,1,2,2,4,1;3;5;b7;9;11;13,E,Bb,D,A,,
C,13,,x,1,x,1,1,4,1;3;5;b7;9;11;13,C,Bb,D,A,,
C,13,,1,x,1,2,3,1,1;3;5;b7;9;11;13,C,Bb,E,A,C,
C,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,C,E,Bb,D#,,
C,7(#9),,2,1,3,3,3,x,1;3;5;b7;#9,C,E,Bb,D#,G,
C,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,C,G,Bb,E,G,D#
C,9,,x,2,1,3,4,x,1;3;5;b7;9,C,E,Bb,D,,
C,9,,x,1,3,2,4,x,1;3;5;b7;9,E,Bb,D,G,,
C,9,,x,x,2,1,3,4,1;3;5;b7;9,Bb,D,G,C,,
C,9,,x,2,1,3,3,3,1;3;5;b7;9,C,E,Bb,D,G,
C,9,,x,2,1,3,3,3,1;3;5;b7;9,C,E,Bb,D,G,
C,9,,x,x,1,3,2,1,1;3;5;b7;9,C,G,Bb,D,,
C,9,,2,x,1,3,3,3,1;3;5;b7;9,G,E,Bb,D,G,
C,9,,2,1,3,1,4,x,1;3;5;b7;9,C,E,Bb,D,G,
C,9,,x,x,2,1,4,3,1;3;5;b7;9,C,E,Bb,D,,
C,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,Gb,C,E,Bb,D,Gb
C,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,C,E,Bb,D,Gb,C
C,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,C,Gb,Bb,D,,
C,maj13,,1,x,2,3,4,x,1;3;5;7;9;11;13,C,B,E,A,,
C,maj13,,1,x,2,3,4,4,1;3;5;7;9;11;13,C,B,E,A,D,
C,maj13,,x,1,3,2,1,4,1;3;5;7;9;11;13,C,G,B,D,A,
C,maj13,,x,1,4,2,1,x,1;3;5;7;9;11;13,C,A,B,D,,
C,maj13,,x,1,x,2,3,4,1;3;5;7;9;11;13,C,B,E,A,,
C,maj13,,1,1,3,2,1,4,1;3;5;7;9;11;13,G,C,G,B,D,A
C,7,,x,3,2,4,1,0,1;3;5;b7,C,E,Bb,C,E,
C,7,,x,1,3,1,4,1,1;3;5;b7,C,G,Bb,E,G,
C,7,,1,3,1,2,4,1,1;3;5;b7,C,G,Bb,E,Bb,C
C,7,,x,x,1,1,1,3,1;3;5;b7,G,C,E,Bb,,
C,7,,x,2,1,3,x,x,1;3;5;b7,C,E,Bb,,,
C,7,,x,x,3,2,4,1,1;3;5;b7,C,E,Bb,C,,
C,7,,1,3,1,2,1,1,1;3;5;b7,C,G,Bb,E,G,C
C,7,,1,x,2,4,3,x,1;3;5;b7,C,Bb,E,G,,
C,7,,x,x,1,3,2,4,1;3;5;b7,C,G,Bb,E,,
C,7,,x,x,3,4,2,1,1;3;5;b7,E,Bb,C,E,,
C,7,,x,2,1,3,x,4,1;3;5;b7,C,E,Bb,G,,
C,7,,2,x,1,3,x,x,1;3;5;b7,G,E,Bb,,,
C,7,,4,3,1,1,1,2,1;3;5;b7,C,E,G,C,E,Bb
C,7,,x,3,2,4,1,x,1;3;5;b7,C,E,Bb,C,,
C,7,,x,x,3,1,4,1,1;3;5;b7,G,Bb,E,G,,
